query,intent
나 핸드폰에 너무 많은 시간을 쓰는 거 같아?,2
내 핸드폰 사용량이 너무 과한 거 아니야?,2
핸드폰을 이렇게 많이 봐도 돼?,2
나 이렇게 핸드폰 많이 보는 게 정상이야?,2
핸드폰 많이 보는 거 건강에 안 좋은 거 아니야?,2
핸드폰을 자주 보는 습관 좀 걱정돼?,2
나 핸드폰 너무 오래 보고 있는 거 아니야?,2
핸드폰 사용 시간 좀 줄여야 하지 않을까?,2
핸드폰을 이렇게 자주 보는 게 문제가 될까?,2
나 핸드폰에 너무 의존하는 거 아니야?,2
내가 핸드폰을 너무 많이 보는 거 걱정돼?,2
핸드폰 너무 자주 보는 거 줄여야 하나?,2
오늘 제가 핸드폰을 많이 사용했나요?,2
오늘 핸드폰을 너무 자주 보지는 않았나요?,2
오늘 핸드폰 화면을 많이 들여다본 것 같나요?,2
오늘 핸드폰 사용 시간이 많았나요?,2
오늘 핸드폰을 과하게 사용한 건 아닌가요?,2
어제 제가 핸드폰을 많이 사용했나요?,2
어제 핸드폰을 너무 자주 보지는 않았나요?,2
어제 핸드폰 화면을 많이 들여다본 것 같나요?,2
어제 핸드폰 사용 시간이 많았나요?,2
어제 핸드폰을 과하게 사용한 건 아닌가요?,2
그저께 제가 핸드폰을 많이 사용했나요?,2
그저께 핸드폰을 너무 자주 보지는 않았나요?,2
그저께 핸드폰 화면을 많이 들여다본 것 같나요?,2
그저께 핸드폰 사용 시간이 많았나요?,2
그저께 핸드폰을 과하게 사용한 건 아닌가요?,2
저번 주 제가 핸드폰을 많이 사용했나요?,2
저번 주 핸드폰을 너무 자주 보지는 않았나요?,2
저번 주 핸드폰 화면을 많이 들여다본 것 같나요?,2
저번 주 핸드폰 사용 시간이 많았나요?,2
저번 주 핸드폰을 과하게 사용한 건 아닌가요?,2
지난 주 제가 핸드폰을 많이 사용했나요?,2
지난 주 핸드폰을 너무 자주 보지는 않았나요?,2
지난 주 핸드폰 화면을 많이 들여다본 것 같나요?,2
지난 주 핸드폰 사용 시간이 많았나요?,2
지난 주 핸드폰을 과하게 사용한 건 아닌가요?,2
이번 달 제가 핸드폰을 많이 사용했나요?,2
이번 달 핸드폰을 너무 자주 보지는 않았나요?,2
이번 달 핸드폰 화면을 많이 들여다본 것 같나요?,2
이번 달 핸드폰 사용 시간이 많았나요?,2
이번 달 핸드폰을 과하게 사용한 건 아닌가요?,2
지난 달 제가 핸드폰을 많이 사용했나요?,2
지난 달 핸드폰을 너무 자주 보지는 않았나요?,2
지난 달 핸드폰 화면을 많이 들여다본 것 같나요?,2
지난 달 핸드폰 사용 시간이 많았나요?,2
지난 달 핸드폰을 과하게 사용한 건 아닌가요?,2
올해 제가 핸드폰을 많이 사용했나요?,2
올해 핸드폰을 너무 자주 보지는 않았나요?,2
올해 핸드폰 화면을 많이 들여다본 것 같나요?,2
올해 핸드폰 사용 시간이 많았나요?,2
올해 핸드폰을 과하게 사용한 건 아닌가요?,2
작년 제가 핸드폰을 많이 사용했나요?,2
작년 핸드폰을 너무 자주 보지는 않았나요?,2
작년 핸드폰 화면을 많이 들여다본 것 같나요?,2
작년 핸드폰 사용 시간이 많았나요?,2
작년 핸드폰을 과하게 사용한 건 아닌가요?,2
1일 전 제가 핸드폰을 많이 사용했나요?,2
1일 전 핸드폰을 너무 자주 보지는 않았나요?,2
1일 전 핸드폰 화면을 많이 들여다본 것 같나요?,2
1일 전 핸드폰 사용 시간이 많았나요?,2
1일 전 핸드폰을 과하게 사용한 건 아닌가요?,2
2일 전 제가 핸드폰을 많이 사용했나요?,2
2일 전 핸드폰을 너무 자주 보지는 않았나요?,2
2일 전 핸드폰 화면을 많이 들여다본 것 같나요?,2
2일 전 핸드폰 사용 시간이 많았나요?,2
2일 전 핸드폰을 과하게 사용한 건 아닌가요?,2
7일 전 제가 핸드폰을 많이 사용했나요?,2
7일 전 핸드폰을 너무 자주 보지는 않았나요?,2
7일 전 핸드폰 화면을 많이 들여다본 것 같나요?,2
7일 전 핸드폰 사용 시간이 많았나요?,2
7일 전 핸드폰을 과하게 사용한 건 아닌가요?,2
30일 전 제가 핸드폰을 많이 사용했나요?,2
30일 전 핸드폰을 너무 자주 보지는 않았나요?,2
30일 전 핸드폰 화면을 많이 들여다본 것 같나요?,2
30일 전 핸드폰 사용 시간이 많았나요?,2
30일 전 핸드폰을 과하게 사용한 건 아닌가요?,2
365일 전 제가 핸드폰을 많이 사용했나요?,2
365일 전 핸드폰을 너무 자주 보지는 않았나요?,2
365일 전 핸드폰 화면을 많이 들여다본 것 같나요?,2
365일 전 핸드폰 사용 시간이 많았나요?,2
365일 전 핸드폰을 과하게 사용한 건 아닌가요?,2
오늘 내가 핸드폰 많이 봤나?,2
오늘 핸드폰 너무 자주 본 거 아니야?,2
오늘 핸드폰 화면 많이 들여다본 것 같아?,2
오늘 핸드폰 사용 시간 많았어?,2
오늘 핸드폰 과하게 사용한 거 아냐?,2
어제 내가 핸드폰 많이 봤나?,2
어제 핸드폰 너무 자주 본 거 아니야?,2
어제 핸드폰 화면 많이 들여다본 것 같아?,2
어제 핸드폰 사용 시간 많았어?,2
어제 핸드폰 과하게 사용한 거 아냐?,2
그저께 내가 핸드폰 많이 봤나?,2
그저께 핸드폰 너무 자주 본 거 아니야?,2
그저께 핸드폰 화면 많이 들여다본 것 같아?,2
그저께 핸드폰 사용 시간 많았어?,2
그저께 핸드폰 과하게 사용한 거 아냐?,2
저번 주 내가 핸드폰 많이 봤나?,2
저번 주 핸드폰 너무 자주 본 거 아니야?,2
저번 주 핸드폰 화면 많이 들여다본 것 같아?,2
저번 주 핸드폰 사용 시간 많았어?,2
저번 주 핸드폰 과하게 사용한 거 아냐?,2
지난 주 내가 핸드폰 많이 봤나?,2
지난 주 핸드폰 너무 자주 본 거 아니야?,2
지난 주 핸드폰 화면 많이 들여다본 것 같아?,2
지난 주 핸드폰 사용 시간 많았어?,2
지난 주 핸드폰 과하게 사용한 거 아냐?,2
이번 달 내가 핸드폰 많이 봤나?,2
이번 달 핸드폰 너무 자주 본 거 아니야?,2
이번 달 핸드폰 화면 많이 들여다본 것 같아?,2
이번 달 핸드폰 사용 시간 많았어?,2
이번 달 핸드폰 과하게 사용한 거 아냐?,2
지난 달 내가 핸드폰 많이 봤나?,2
지난 달 핸드폰 너무 자주 본 거 아니야?,2
지난 달 핸드폰 화면 많이 들여다본 것 같아?,2
지난 달 핸드폰 사용 시간 많았어?,2
지난 달 핸드폰 과하게 사용한 거 아냐?,2
올해 내가 핸드폰 많이 봤나?,2
올해 핸드폰 너무 자주 본 거 아니야?,2
올해 핸드폰 화면 많이 들여다본 것 같아?,2
올해 핸드폰 사용 시간 많았어?,2
올해 핸드폰 과하게 사용한 거 아냐?,2
작년 내가 핸드폰 많이 봤나?,2
작년 핸드폰 너무 자주 본 거 아니야?,2
작년 핸드폰 화면 많이 들여다본 것 같아?,2
작년 핸드폰 사용 시간 많았어?,2
작년 핸드폰 과하게 사용한 거 아냐?,2
1일 전 내가 핸드폰 많이 봤나?,2
1일 전 핸드폰 너무 자주 본 거 아니야?,2
1일 전 핸드폰 화면 많이 들여다본 것 같아?,2
1일 전 핸드폰 사용 시간 많았어?,2
1일 전 핸드폰 과하게 사용한 거 아냐?,2
2일 전 내가 핸드폰 많이 봤나?,2
2일 전 핸드폰 너무 자주 본 거 아니야?,2
2일 전 핸드폰 화면 많이 들여다본 것 같아?,2
2일 전 핸드폰 사용 시간 많았어?,2
2일 전 핸드폰 과하게 사용한 거 아냐?,2
7일 전 내가 핸드폰 많이 봤나?,2
7일 전 핸드폰 너무 자주 본 거 아니야?,2
7일 전 핸드폰 화면 많이 들여다본 것 같아?,2
7일 전 핸드폰 사용 시간 많았어?,2
7일 전 핸드폰 과하게 사용한 거 아냐?,2
30일 전 내가 핸드폰 많이 봤나?,2
30일 전 핸드폰 너무 자주 본 거 아니야?,2
30일 전 핸드폰 화면 많이 들여다본 것 같아?,2
30일 전 핸드폰 사용 시간 많았어?,2
30일 전 핸드폰 과하게 사용한 거 아냐?,2
365일 전 내가 핸드폰 많이 봤나?,2
365일 전 핸드폰 너무 자주 본 거 아니야?,2
365일 전 핸드폰 화면 많이 들여다본 것 같아?,2
365일 전 핸드폰 사용 시간 많았어?,2
365일 전 핸드폰 과하게 사용한 거 아냐?,2
오늘 햇빛을 충분히 보지 못한 것 같습니다.,2
오늘 햇빛을 충분히 쬐지 않은 것 같아요.,2
오늘 오늘은 햇빛을 많이 못 본 것 같네요.,2
오늘 햇빛을 덜 본 것 같습니다.,2
오늘 햇살을 충분히 즐기지 못했네요.,2
오늘 햇빛을 그다지 많이 보지 못했습니다.,2
오늘 햇빛과의 교류가 적었던 것 같아요.,2
오늘 햇빛을 별로 안 본 것 같네요.,2
오늘 햇빛을 많이 접하지 못했어요.,2
오늘 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
어제 햇빛을 충분히 보지 못한 것 같습니다.,2
어제 햇빛을 충분히 쬐지 않은 것 같아요.,2
어제 오늘은 햇빛을 많이 못 본 것 같네요.,2
어제 햇빛을 덜 본 것 같습니다.,2
어제 햇살을 충분히 즐기지 못했네요.,2
어제 햇빛을 그다지 많이 보지 못했습니다.,2
어제 햇빛과의 교류가 적었던 것 같아요.,2
어제 햇빛을 별로 안 본 것 같네요.,2
어제 햇빛을 많이 접하지 못했어요.,2
어제 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
그저께 햇빛을 충분히 보지 못한 것 같습니다.,2
그저께 햇빛을 충분히 쬐지 않은 것 같아요.,2
그저께 오늘은 햇빛을 많이 못 본 것 같네요.,2
그저께 햇빛을 덜 본 것 같습니다.,2
그저께 햇살을 충분히 즐기지 못했네요.,2
그저께 햇빛을 그다지 많이 보지 못했습니다.,2
그저께 햇빛과의 교류가 적었던 것 같아요.,2
그저께 햇빛을 별로 안 본 것 같네요.,2
그저께 햇빛을 많이 접하지 못했어요.,2
그저께 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
저번 주 햇빛을 충분히 보지 못한 것 같습니다.,2
저번 주 햇빛을 충분히 쬐지 않은 것 같아요.,2
저번 주 오늘은 햇빛을 많이 못 본 것 같네요.,2
저번 주 햇빛을 덜 본 것 같습니다.,2
저번 주 햇살을 충분히 즐기지 못했네요.,2
저번 주 햇빛을 그다지 많이 보지 못했습니다.,2
저번 주 햇빛과의 교류가 적었던 것 같아요.,2
저번 주 햇빛을 별로 안 본 것 같네요.,2
저번 주 햇빛을 많이 접하지 못했어요.,2
저번 주 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
지난 주 햇빛을 충분히 보지 못한 것 같습니다.,2
지난 주 햇빛을 충분히 쬐지 않은 것 같아요.,2
지난 주 오늘은 햇빛을 많이 못 본 것 같네요.,2
지난 주 햇빛을 덜 본 것 같습니다.,2
지난 주 햇살을 충분히 즐기지 못했네요.,2
지난 주 햇빛을 그다지 많이 보지 못했습니다.,2
지난 주 햇빛과의 교류가 적었던 것 같아요.,2
지난 주 햇빛을 별로 안 본 것 같네요.,2
지난 주 햇빛을 많이 접하지 못했어요.,2
지난 주 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
이번 달 햇빛을 충분히 보지 못한 것 같습니다.,2
이번 달 햇빛을 충분히 쬐지 않은 것 같아요.,2
이번 달 오늘은 햇빛을 많이 못 본 것 같네요.,2
이번 달 햇빛을 덜 본 것 같습니다.,2
이번 달 햇살을 충분히 즐기지 못했네요.,2
이번 달 햇빛을 그다지 많이 보지 못했습니다.,2
이번 달 햇빛과의 교류가 적었던 것 같아요.,2
이번 달 햇빛을 별로 안 본 것 같네요.,2
이번 달 햇빛을 많이 접하지 못했어요.,2
이번 달 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
지난 달 햇빛을 충분히 보지 못한 것 같습니다.,2
지난 달 햇빛을 충분히 쬐지 않은 것 같아요.,2
지난 달 오늘은 햇빛을 많이 못 본 것 같네요.,2
지난 달 햇빛을 덜 본 것 같습니다.,2
지난 달 햇살을 충분히 즐기지 못했네요.,2
지난 달 햇빛을 그다지 많이 보지 못했습니다.,2
지난 달 햇빛과의 교류가 적었던 것 같아요.,2
지난 달 햇빛을 별로 안 본 것 같네요.,2
지난 달 햇빛을 많이 접하지 못했어요.,2
지난 달 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
올해 햇빛을 충분히 보지 못한 것 같습니다.,2
올해 햇빛을 충분히 쬐지 않은 것 같아요.,2
올해 오늘은 햇빛을 많이 못 본 것 같네요.,2
올해 햇빛을 덜 본 것 같습니다.,2
올해 햇살을 충분히 즐기지 못했네요.,2
올해 햇빛을 그다지 많이 보지 못했습니다.,2
올해 햇빛과의 교류가 적었던 것 같아요.,2
올해 햇빛을 별로 안 본 것 같네요.,2
올해 햇빛을 많이 접하지 못했어요.,2
올해 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
작년 햇빛을 충분히 보지 못한 것 같습니다.,2
작년 햇빛을 충분히 쬐지 않은 것 같아요.,2
작년 오늘은 햇빛을 많이 못 본 것 같네요.,2
작년 햇빛을 덜 본 것 같습니다.,2
작년 햇살을 충분히 즐기지 못했네요.,2
작년 햇빛을 그다지 많이 보지 못했습니다.,2
작년 햇빛과의 교류가 적었던 것 같아요.,2
작년 햇빛을 별로 안 본 것 같네요.,2
작년 햇빛을 많이 접하지 못했어요.,2
작년 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
1일 전 햇빛을 충분히 보지 못한 것 같습니다.,2
1일 전 햇빛을 충분히 쬐지 않은 것 같아요.,2
1일 전 오늘은 햇빛을 많이 못 본 것 같네요.,2
1일 전 햇빛을 덜 본 것 같습니다.,2
1일 전 햇살을 충분히 즐기지 못했네요.,2
1일 전 햇빛을 그다지 많이 보지 못했습니다.,2
1일 전 햇빛과의 교류가 적었던 것 같아요.,2
1일 전 햇빛을 별로 안 본 것 같네요.,2
1일 전 햇빛을 많이 접하지 못했어요.,2
1일 전 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
2일 전 햇빛을 충분히 보지 못한 것 같습니다.,2
2일 전 햇빛을 충분히 쬐지 않은 것 같아요.,2
2일 전 오늘은 햇빛을 많이 못 본 것 같네요.,2
2일 전 햇빛을 덜 본 것 같습니다.,2
2일 전 햇살을 충분히 즐기지 못했네요.,2
2일 전 햇빛을 그다지 많이 보지 못했습니다.,2
2일 전 햇빛과의 교류가 적었던 것 같아요.,2
2일 전 햇빛을 별로 안 본 것 같네요.,2
2일 전 햇빛을 많이 접하지 못했어요.,2
2일 전 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
7일 전 햇빛을 충분히 보지 못한 것 같습니다.,2
7일 전 햇빛을 충분히 쬐지 않은 것 같아요.,2
7일 전 오늘은 햇빛을 많이 못 본 것 같네요.,2
7일 전 햇빛을 덜 본 것 같습니다.,2
7일 전 햇살을 충분히 즐기지 못했네요.,2
7일 전 햇빛을 그다지 많이 보지 못했습니다.,2
7일 전 햇빛과의 교류가 적었던 것 같아요.,2
7일 전 햇빛을 별로 안 본 것 같네요.,2
7일 전 햇빛을 많이 접하지 못했어요.,2
7일 전 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
30일 전 햇빛을 충분히 보지 못한 것 같습니다.,2
30일 전 햇빛을 충분히 쬐지 않은 것 같아요.,2
30일 전 오늘은 햇빛을 많이 못 본 것 같네요.,2
30일 전 햇빛을 덜 본 것 같습니다.,2
30일 전 햇살을 충분히 즐기지 못했네요.,2
30일 전 햇빛을 그다지 많이 보지 못했습니다.,2
30일 전 햇빛과의 교류가 적었던 것 같아요.,2
30일 전 햇빛을 별로 안 본 것 같네요.,2
30일 전 햇빛을 많이 접하지 못했어요.,2
30일 전 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
365일 전 햇빛을 충분히 보지 못한 것 같습니다.,2
365일 전 햇빛을 충분히 쬐지 않은 것 같아요.,2
365일 전 오늘은 햇빛을 많이 못 본 것 같네요.,2
365일 전 햇빛을 덜 본 것 같습니다.,2
365일 전 햇살을 충분히 즐기지 못했네요.,2
365일 전 햇빛을 그다지 많이 보지 못했습니다.,2
365일 전 햇빛과의 교류가 적었던 것 같아요.,2
365일 전 햇빛을 별로 안 본 것 같네요.,2
365일 전 햇빛을 많이 접하지 못했어요.,2
365일 전 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
오늘 햇빛을 충분히 보지 못한 것 같습니다.,2
오늘 햇빛을 충분히 쬐지 않은 것 같아요.,2
오늘 오늘은 햇빛을 많이 못 본 것 같네요.,2
오늘 햇빛을 덜 본 것 같습니다.,2
오늘 햇살을 충분히 즐기지 못했네요.,2
오늘 햇빛을 그다지 많이 보지 못했습니다.,2
오늘 햇빛과의 교류가 적었던 것 같아요.,2
오늘 햇빛을 별로 안 본 것 같네요.,2
오늘 햇빛을 많이 접하지 못했어요.,2
오늘 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
어제 햇빛을 충분히 보지 못한 것 같습니다.,2
어제 햇빛을 충분히 쬐지 않은 것 같아요.,2
어제 오늘은 햇빛을 많이 못 본 것 같네요.,2
어제 햇빛을 덜 본 것 같습니다.,2
어제 햇살을 충분히 즐기지 못했네요.,2
어제 햇빛을 그다지 많이 보지 못했습니다.,2
어제 햇빛과의 교류가 적었던 것 같아요.,2
어제 햇빛을 별로 안 본 것 같네요.,2
어제 햇빛을 많이 접하지 못했어요.,2
어제 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
그저께 햇빛을 충분히 보지 못한 것 같습니다.,2
그저께 햇빛을 충분히 쬐지 않은 것 같아요.,2
그저께 오늘은 햇빛을 많이 못 본 것 같네요.,2
그저께 햇빛을 덜 본 것 같습니다.,2
그저께 햇살을 충분히 즐기지 못했네요.,2
그저께 햇빛을 그다지 많이 보지 못했습니다.,2
그저께 햇빛과의 교류가 적었던 것 같아요.,2
그저께 햇빛을 별로 안 본 것 같네요.,2
그저께 햇빛을 많이 접하지 못했어요.,2
그저께 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
저번 주 햇빛을 충분히 보지 못한 것 같습니다.,2
저번 주 햇빛을 충분히 쬐지 않은 것 같아요.,2
저번 주 오늘은 햇빛을 많이 못 본 것 같네요.,2
저번 주 햇빛을 덜 본 것 같습니다.,2
저번 주 햇살을 충분히 즐기지 못했네요.,2
저번 주 햇빛을 그다지 많이 보지 못했습니다.,2
저번 주 햇빛과의 교류가 적었던 것 같아요.,2
저번 주 햇빛을 별로 안 본 것 같네요.,2
저번 주 햇빛을 많이 접하지 못했어요.,2
저번 주 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
지난 주 햇빛을 충분히 보지 못한 것 같습니다.,2
지난 주 햇빛을 충분히 쬐지 않은 것 같아요.,2
지난 주 오늘은 햇빛을 많이 못 본 것 같네요.,2
지난 주 햇빛을 덜 본 것 같습니다.,2
지난 주 햇살을 충분히 즐기지 못했네요.,2
지난 주 햇빛을 그다지 많이 보지 못했습니다.,2
지난 주 햇빛과의 교류가 적었던 것 같아요.,2
지난 주 햇빛을 별로 안 본 것 같네요.,2
지난 주 햇빛을 많이 접하지 못했어요.,2
지난 주 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
이번 달 햇빛을 충분히 보지 못한 것 같습니다.,2
이번 달 햇빛을 충분히 쬐지 않은 것 같아요.,2
이번 달 오늘은 햇빛을 많이 못 본 것 같네요.,2
이번 달 햇빛을 덜 본 것 같습니다.,2
이번 달 햇살을 충분히 즐기지 못했네요.,2
이번 달 햇빛을 그다지 많이 보지 못했습니다.,2
이번 달 햇빛과의 교류가 적었던 것 같아요.,2
이번 달 햇빛을 별로 안 본 것 같네요.,2
이번 달 햇빛을 많이 접하지 못했어요.,2
이번 달 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
지난 달 햇빛을 충분히 보지 못한 것 같습니다.,2
지난 달 햇빛을 충분히 쬐지 않은 것 같아요.,2
지난 달 오늘은 햇빛을 많이 못 본 것 같네요.,2
지난 달 햇빛을 덜 본 것 같습니다.,2
지난 달 햇살을 충분히 즐기지 못했네요.,2
지난 달 햇빛을 그다지 많이 보지 못했습니다.,2
지난 달 햇빛과의 교류가 적었던 것 같아요.,2
지난 달 햇빛을 별로 안 본 것 같네요.,2
지난 달 햇빛을 많이 접하지 못했어요.,2
지난 달 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
올해 햇빛을 충분히 보지 못한 것 같습니다.,2
올해 햇빛을 충분히 쬐지 않은 것 같아요.,2
올해 오늘은 햇빛을 많이 못 본 것 같네요.,2
올해 햇빛을 덜 본 것 같습니다.,2
올해 햇살을 충분히 즐기지 못했네요.,2
올해 햇빛을 그다지 많이 보지 못했습니다.,2
올해 햇빛과의 교류가 적었던 것 같아요.,2
올해 햇빛을 별로 안 본 것 같네요.,2
올해 햇빛을 많이 접하지 못했어요.,2
올해 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
작년 햇빛을 충분히 보지 못한 것 같습니다.,2
작년 햇빛을 충분히 쬐지 않은 것 같아요.,2
작년 오늘은 햇빛을 많이 못 본 것 같네요.,2
작년 햇빛을 덜 본 것 같습니다.,2
작년 햇살을 충분히 즐기지 못했네요.,2
작년 햇빛을 그다지 많이 보지 못했습니다.,2
작년 햇빛과의 교류가 적었던 것 같아요.,2
작년 햇빛을 별로 안 본 것 같네요.,2
작년 햇빛을 많이 접하지 못했어요.,2
작년 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
1일 전 햇빛을 충분히 보지 못한 것 같습니다.,2
1일 전 햇빛을 충분히 쬐지 않은 것 같아요.,2
1일 전 오늘은 햇빛을 많이 못 본 것 같네요.,2
1일 전 햇빛을 덜 본 것 같습니다.,2
1일 전 햇살을 충분히 즐기지 못했네요.,2
1일 전 햇빛을 그다지 많이 보지 못했습니다.,2
1일 전 햇빛과의 교류가 적었던 것 같아요.,2
1일 전 햇빛을 별로 안 본 것 같네요.,2
1일 전 햇빛을 많이 접하지 못했어요.,2
1일 전 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
2일 전 햇빛을 충분히 보지 못한 것 같습니다.,2
2일 전 햇빛을 충분히 쬐지 않은 것 같아요.,2
2일 전 오늘은 햇빛을 많이 못 본 것 같네요.,2
2일 전 햇빛을 덜 본 것 같습니다.,2
2일 전 햇살을 충분히 즐기지 못했네요.,2
2일 전 햇빛을 그다지 많이 보지 못했습니다.,2
2일 전 햇빛과의 교류가 적었던 것 같아요.,2
2일 전 햇빛을 별로 안 본 것 같네요.,2
2일 전 햇빛을 많이 접하지 못했어요.,2
2일 전 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
7일 전 햇빛을 충분히 보지 못한 것 같습니다.,2
7일 전 햇빛을 충분히 쬐지 않은 것 같아요.,2
7일 전 오늘은 햇빛을 많이 못 본 것 같네요.,2
7일 전 햇빛을 덜 본 것 같습니다.,2
7일 전 햇살을 충분히 즐기지 못했네요.,2
7일 전 햇빛을 그다지 많이 보지 못했습니다.,2
7일 전 햇빛과의 교류가 적었던 것 같아요.,2
7일 전 햇빛을 별로 안 본 것 같네요.,2
7일 전 햇빛을 많이 접하지 못했어요.,2
7일 전 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
30일 전 햇빛을 충분히 보지 못한 것 같습니다.,2
30일 전 햇빛을 충분히 쬐지 않은 것 같아요.,2
30일 전 오늘은 햇빛을 많이 못 본 것 같네요.,2
30일 전 햇빛을 덜 본 것 같습니다.,2
30일 전 햇살을 충분히 즐기지 못했네요.,2
30일 전 햇빛을 그다지 많이 보지 못했습니다.,2
30일 전 햇빛과의 교류가 적었던 것 같아요.,2
30일 전 햇빛을 별로 안 본 것 같네요.,2
30일 전 햇빛을 많이 접하지 못했어요.,2
30일 전 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
365일 전 햇빛을 충분히 보지 못한 것 같습니다.,2
365일 전 햇빛을 충분히 쬐지 않은 것 같아요.,2
365일 전 오늘은 햇빛을 많이 못 본 것 같네요.,2
365일 전 햇빛을 덜 본 것 같습니다.,2
365일 전 햇살을 충분히 즐기지 못했네요.,2
365일 전 햇빛을 그다지 많이 보지 못했습니다.,2
365일 전 햇빛과의 교류가 적었던 것 같아요.,2
365일 전 햇빛을 별로 안 본 것 같네요.,2
365일 전 햇빛을 많이 접하지 못했어요.,2
365일 전 햇빛을 좀 더 볼 걸 그랬나 봅니다.,2
오늘 장소의 다양성 보여줘,2
오늘 얼마나 다양한 장소에 방문했어?,2
오늘 장소의 다양성에 변화가 있어?,2
오늘 내 동선에 변화가 있어?,2
오늘 내가 가장 자주 방문한 곳은 어디야?,2
오늘 내가 가장 자주 방문한 곳,2
오늘 내가 제일 자주 방문한 곳은 어디야?,2
오늘 내가 제일 자주 방문한 곳,2
오늘 내가 방문한 새로운 장소가 있어?,2
오늘 내가 새로 방문한 장소가 있어?,2
어제 장소의 다양성 보여줘,2
어제 얼마나 다양한 장소에 방문했어?,2
어제 장소의 다양성에 변화가 있어?,2
어제 내 동선에 변화가 있어?,2
어제 내가 가장 자주 방문한 곳은 어디야?,2
어제 내가 가장 자주 방문한 곳,2
어제 내가 제일 자주 방문한 곳은 어디야?,2
어제 내가 제일 자주 방문한 곳,2
어제 내가 방문한 새로운 장소가 있어?,2
어제 내가 새로 방문한 장소가 있어?,2
이번주 장소의 다양성 보여줘,2
이번주 얼마나 다양한 장소에 방문했어?,2
이번주 장소의 다양성에 변화가 있어?,2
이번주 내 동선에 변화가 있어?,2
이번주 내가 가장 자주 방문한 곳은 어디야?,2
이번주 내가 가장 자주 방문한 곳,2
이번주 내가 제일 자주 방문한 곳은 어디야?,2
이번주 내가 제일 자주 방문한 곳,2
이번주 내가 방문한 새로운 장소가 있어?,2
이번주 내가 새로 방문한 장소가 있어?,2
저번주 장소의 다양성 보여줘,2
저번주 얼마나 다양한 장소에 방문했어?,2
저번주 장소의 다양성에 변화가 있어?,2
저번주 내 동선에 변화가 있어?,2
저번주 내가 가장 자주 방문한 곳은 어디야?,2
저번주 내가 가장 자주 방문한 곳,2
저번주 내가 제일 자주 방문한 곳은 어디야?,2
저번주 내가 제일 자주 방문한 곳,2
저번주 내가 방문한 새로운 장소가 있어?,2
저번주 내가 새로 방문한 장소가 있어?,2
이번달 장소의 다양성 보여줘,2
이번달 얼마나 다양한 장소에 방문했어?,2
이번달 장소의 다양성에 변화가 있어?,2
이번달 내 동선에 변화가 있어?,2
이번달 내가 가장 자주 방문한 곳은 어디야?,2
이번달 내가 가장 자주 방문한 곳,2
이번달 내가 제일 자주 방문한 곳은 어디야?,2
이번달 내가 제일 자주 방문한 곳,2
이번달 내가 방문한 새로운 장소가 있어?,2
이번달 내가 새로 방문한 장소가 있어?,2
저번달 장소의 다양성 보여줘,2
저번달 얼마나 다양한 장소에 방문했어?,2
저번달 장소의 다양성에 변화가 있어?,2
저번달 내 동선에 변화가 있어?,2
저번달 내가 가장 자주 방문한 곳은 어디야?,2
저번달 내가 가장 자주 방문한 곳,2
저번달 내가 제일 자주 방문한 곳은 어디야?,2
저번달 내가 제일 자주 방문한 곳,2
저번달 내가 방문한 새로운 장소가 있어?,2
저번달 내가 새로 방문한 장소가 있어?,2
오늘 집에 머문 시간 보여줘,2
오늘 집에 머문 시간,2
오늘 집에 얼마나 있었는지 보여줘,2
오늘 집에 얼마나 있었어?,2
오늘 집에 머문 시간에 변화가 있어?,2
오늘 집에 있는 시간에 변화가 있어?,2
어제 집에 머문 시간 보여줘,2
어제 집에 머문 시간,2
어제 집에 얼마나 있었는지 보여줘,2
어제 집에 얼마나 있었어?,2
어제 집에 머문 시간에 변화가 있어?,2
어제 집에 있는 시간에 변화가 있어?,2
이번주 집에 머문 시간 보여줘,2
이번주 집에 머문 시간,2
