query,intent
렘수면에 대해서 설명해줄래?,1
렘수면에 관해서 설명해줘,1
렘수면에 관해서 설명해줄래?,1
렘수면의 뜻을 모르겠어,1
렘수면의 정확한 뜻이 궁금해,1
렘수면은 무슨 말이야?,1
렘수면이 뭘 의미하는 거야?,1
렘수면에 대해서 설명해줘,1
렘수면에 대해서 설명해줄래?,1
렘수면에 대해서 설명해줄 수 있어?,1
렘수면에 대해 자세히 알고 싶어,1
렘수면이 어떤 것을 나타내는 거야?,1
렘수면이 뭔지 궁금해,1
그런데 렘수면이 뭐야?,1
근데 렘수면이 뭐야?,1
렘수면이라는 걸 들어본 적이 없는데 뭐야?,1
렘수면에 대해 잘 몰라. 알려줄 수 있어?,1
렘수면 설명 좀,1
렘수면이라는 말이 나왔는데 그게 뭐야?,1
렘수면이 뭔지 알려줘,1
그럼 렘수면은 뭐야?,1
렘수면의 뜻,1
렘수면의 정의,1
렘수면의 의미,1
렘수면 뜻,1
렘수면 정의,1
렘수면 의미,1
렘수면이 뭔지 설명해줘,1
렘수면이란 뭔가요?,1
렘수면이란 어떤거야?,1
렘수면이란 뭘 뜻하는 거야?,1
렘수면이란 뭘 말하는 거야?,1
렘수면이 뭘까?,1
렘수면?,1
체지방률이 뭐야?,1
체지방률이 뭐지?,1
체지방률이 무슨 뜻이야?,1
체지방률이 뭔지 모르겠어,1
체지방률의 정의는 뭐야?,1
체지방률에 대해서 설명해줘,1
체지방률에 대해서 설명해줄래?,1
체지방률에 관해서 설명해줘,1
체지방률에 관해서 설명해줄래?,1
체지방률의 뜻을 모르겠어,1
체지방률의 정확한 뜻이 궁금해,1
체지방률은 무슨 말이야?,1
체지방률이 뭘 의미하는 거야?,1
체지방률에 대해서 설명해줘,1
체지방률에 대해서 설명해줄래?,1
체지방률에 대해서 설명해줄 수 있어?,1
체지방률에 대해 자세히 알고 싶어,1
체지방률이 어떤 것을 나타내는 거야?,1
체지방률이 뭔지 궁금해,1
그런데 체지방률이 뭐야?,1
근데 체지방률이 뭐야?,1
체지방률이라는 걸 들어본 적이 없는데 뭐야?,1
체지방률에 대해 잘 몰라. 알려줄 수 있어?,1
체지방률 설명 좀,1
체지방률이라는 말이 나왔는데 그게 뭐야?,1
체지방률이 뭔지 알려줘,1
그럼 체지방률은 뭐야?,1
체지방률의 뜻,1
체지방률의 정의,1
체지방률의 의미,1
체지방률 뜻,1
체지방률 정의,1
체지방률 의미,1
체지방률이 뭔지 설명해줘,1
체지방률이란 뭔가요?,1
체지방률이란 어떤거야?,1
체지방률이란 뭘 뜻하는 거야?,1
체지방률이란 뭘 말하는 거야?,1
체지방률이 뭘까?,1
체지방률?,1
생체리듬이 뭐야?,1
생체리듬이 뭐지?,1
생체리듬이 무슨 뜻이야?,1
생체리듬이 뭔지 모르겠어,1
생체리듬의 정의는 뭐야?,1
생체리듬에 대해서 설명해줘,1
생체리듬에 대해서 설명해줄래?,1
생체리듬에 관해서 설명해줘,1
생체리듬에 관해서 설명해줄래?,1
생체리듬의 뜻을 모르겠어,1
생체리듬의 정확한 뜻이 궁금해,1
생체리듬은 무슨 말이야?,1
생체리듬이 뭘 의미하는 거야?,1
생체리듬에 대해서 설명해줘,1
생체리듬에 대해서 설명해줄래?,1
생체리듬에 대해서 설명해줄 수 있어?,1
생체리듬에 대해 자세히 알고 싶어,1
생체리듬이 어떤 것을 나타내는 거야?,1
생체리듬이 뭔지 궁금해,1
그런데 생체리듬이 뭐야?,1
근데 생체리듬이 뭐야?,1
생체리듬이라는 걸 들어본 적이 없는데 뭐야?,1
생체리듬에 대해 잘 몰라. 알려줄 수 있어?,1
생체리듬 설명 좀,1
생체리듬이라는 말이 나왔는데 그게 뭐야?,1
생체리듬이 뭔지 알려줘,1
그럼 생체리듬은 뭐야?,1
생체리듬의 뜻,1
생체리듬의 정의,1
생체리듬의 의미,1
생체리듬 뜻,1
생체리듬 정의,1
생체리듬 의미,1
생체리듬이 뭔지 설명해줘,1
생체리듬이란 뭔가요?,1
생체리듬이란 어떤거야?,1
생체리듬이란 뭘 뜻하는 거야?,1
생체리듬이란 뭘 말하는 거야?,1
생체리듬이 뭘까?,1
생체리듬?,1
생체 리듬이 뭐야?,1
생체 리듬이 뭐지?,1
생체 리듬이 무슨 뜻이야?,1
생체 리듬이 뭔지 모르겠어,1
생체 리듬의 정의는 뭐야?,1
생체 리듬에 대해서 설명해줘,1
생체 리듬에 대해서 설명해줄래?,1
생체 리듬에 관해서 설명해줘,1
생체 리듬에 관해서 설명해줄래?,1
생체 리듬의 뜻을 모르겠어,1
생체 리듬의 정확한 뜻이 궁금해,1
생체 리듬은 무슨 말이야?,1
생체 리듬이 뭘 의미하는 거야?,1
생체 리듬에 대해서 설명해줘,1
생체 리듬에 대해서 설명해줄래?,1
생체 리듬에 대해서 설명해줄 수 있어?,1
생체 리듬에 대해 자세히 알고 싶어,1
생체 리듬이 어떤 것을 나타내는 거야?,1
생체 리듬이 뭔지 궁금해,1
그런데 생체 리듬이 뭐야?,1
근데 생체 리듬이 뭐야?,1
생체 리듬이라는 걸 들어본 적이 없는데 뭐야?,1
생체 리듬에 대해 잘 몰라. 알려줄 수 있어?,1
생체 리듬 설명 좀,1
생체 리듬이라는 말이 나왔는데 그게 뭐야?,1
생체 리듬이 뭔지 알려줘,1
그럼 생체 리듬은 뭐야?,1
생체 리듬의 뜻,1
생체 리듬의 정의,1
생체 리듬의 의미,1
생체 리듬 뜻,1
생체 리듬 정의,1
생체 리듬 의미,1
생체 리듬이 뭔지 설명해줘,1
생체 리듬이란 뭔가요?,1
생체 리듬이란 어떤거야?,1
생체 리듬이란 뭘 뜻하는 거야?,1
생체 리듬이란 뭘 말하는 거야?,1
생체 리듬이 뭘까?,1
생체 리듬?,1
빛노출이 뭐야?,1
빛노출이 뭐지?,1
빛노출이 무슨 뜻이야?,1
빛노출이 뭔지 모르겠어,1
빛노출의 정의는 뭐야?,1
빛노출에 대해서 설명해줘,1
빛노출에 대해서 설명해줄래?,1
빛노출에 관해서 설명해줘,1
빛노출에 관해서 설명해줄래?,1
빛노출의 뜻을 모르겠어,1
빛노출의 정확한 뜻이 궁금해,1
빛노출은 무슨 말이야?,1
빛노출이 뭘 의미하는 거야?,1
빛노출에 대해서 설명해줘,1
빛노출에 대해서 설명해줄래?,1
빛노출에 대해서 설명해줄 수 있어?,1
빛노출에 대해 자세히 알고 싶어,1
빛노출이 어떤 것을 나타내는 거야?,1
빛노출이 뭔지 궁금해,1
그런데 빛노출이 뭐야?,1
근데 빛노출이 뭐야?,1
빛노출이라는 걸 들어본 적이 없는데 뭐야?,1
빛노출에 대해 잘 몰라. 알려줄 수 있어?,1
빛노출 설명 좀,1
빛노출이라는 말이 나왔는데 그게 뭐야?,1
빛노출이 뭔지 알려줘,1
그럼 빛노출은 뭐야?,1
빛노출의 뜻,1
빛노출의 정의,1
빛노출의 의미,1
빛노출 뜻,1
빛노출 정의,1
빛노출 의미,1
빛노출이 뭔지 설명해줘,1
빛노출이란 뭔가요?,1
빛노출이란 어떤거야?,1
빛노출이란 뭘 뜻하는 거야?,1
빛노출이란 뭘 말하는 거야?,1
빛노출이 뭘까?,1
빛노출?,1
깊은 수면이 뭐야?,1
깊은 수면이 뭐지?,1
깊은 수면이 무슨 뜻이야?,1
깊은 수면이 뭔지 모르겠어,1
깊은 수면의 정의는 뭐야?,1
깊은 수면에 대해서 설명해줘,1
깊은 수면에 대해서 설명해줄래?,1
깊은 수면에 관해서 설명해줘,1
깊은 수면에 관해서 설명해줄래?,1
깊은 수면의 뜻을 모르겠어,1
깊은 수면의 정확한 뜻이 궁금해,1
깊은 수면은 무슨 말이야?,1
깊은 수면이 뭘 의미하는 거야?,1
깊은 수면에 대해서 설명해줘,1
깊은 수면에 대해서 설명해줄래?,1
깊은 수면에 대해서 설명해줄 수 있어?,1
깊은 수면에 대해 자세히 알고 싶어,1
깊은 수면이 어떤 것을 나타내는 거야?,1
깊은 수면이 뭔지 궁금해,1
그런데 깊은 수면이 뭐야?,1
근데 깊은 수면이 뭐야?,1
깊은 수면이라는 걸 들어본 적이 없는데 뭐야?,1
깊은 수면에 대해 잘 몰라. 알려줄 수 있어?,1
깊은 수면 설명 좀,1
깊은 수면이라는 말이 나왔는데 그게 뭐야?,1
깊은 수면이 뭔지 알려줘,1
그럼 깊은 수면은 뭐야?,1
깊은 수면의 뜻,1
깊은 수면의 정의,1
깊은 수면의 의미,1
깊은 수면 뜻,1
깊은 수면 정의,1
깊은 수면 의미,1
깊은 수면이 뭔지 설명해줘,1
깊은 수면이란 뭔가요?,1
깊은 수면이란 어떤거야?,1
깊은 수면이란 뭘 뜻하는 거야?,1
깊은 수면이란 뭘 말하는 거야?,1
깊은 수면이 뭘까?,1
깊은 수면?,1
얕은 수면이 뭐야?,1
얕은 수면이 뭐지?,1
얕은 수면이 무슨 뜻이야?,1
얕은 수면이 뭔지 모르겠어,1
얕은 수면의 정의는 뭐야?,1
얕은 수면에 대해서 설명해줘,1
얕은 수면에 대해서 설명해줄래?,1
얕은 수면에 관해서 설명해줘,1
얕은 수면에 관해서 설명해줄래?,1
얕은 수면의 뜻을 모르겠어,1
얕은 수면의 정확한 뜻이 궁금해,1
얕은 수면은 무슨 말이야?,1
얕은 수면이 뭘 의미하는 거야?,1
얕은 수면에 대해서 설명해줘,1
얕은 수면에 대해서 설명해줄래?,1
얕은 수면에 대해서 설명해줄 수 있어?,1
얕은 수면에 대해 자세히 알고 싶어,1
얕은 수면이 어떤 것을 나타내는 거야?,1
얕은 수면이 뭔지 궁금해,1
그런데 얕은 수면이 뭐야?,1
근데 얕은 수면이 뭐야?,1
얕은 수면이라는 걸 들어본 적이 없는데 뭐야?,1
얕은 수면에 대해 잘 몰라. 알려줄 수 있어?,1
얕은 수면 설명 좀,1
얕은 수면이라는 말이 나왔는데 그게 뭐야?,1
얕은 수면이 뭔지 알려줘,1
그럼 얕은 수면은 뭐야?,1
얕은 수면의 뜻,1
얕은 수면의 정의,1
얕은 수면의 의미,1
얕은 수면 뜻,1
얕은 수면 정의,1
얕은 수면 의미,1
얕은 수면이 뭔지 설명해줘,1
얕은 수면이란 뭔가요?,1
얕은 수면이란 어떤거야?,1
얕은 수면이란 뭘 뜻하는 거야?,1
얕은 수면이란 뭘 말하는 거야?,1
얕은 수면이 뭘까?,1
얕은 수면?,1
깊은수면이 뭐야?,1
깊은수면이 뭐지?,1
깊은수면이 무슨 뜻이야?,1
깊은수면이 뭔지 모르겠어,1
깊은수면의 정의는 뭐야?,1
깊은수면에 대해서 설명해줘,1
깊은수면에 대해서 설명해줄래?,1
깊은수면에 관해서 설명해줘,1
깊은수면에 관해서 설명해줄래?,1
깊은수면의 뜻을 모르겠어,1
깊은수면의 정확한 뜻이 궁금해,1
깊은수면은 무슨 말이야?,1
깊은수면이 뭘 의미하는 거야?,1
깊은수면에 대해서 설명해줘,1
깊은수면에 대해서 설명해줄래?,1
깊은수면에 대해서 설명해줄 수 있어?,1
깊은수면에 대해 자세히 알고 싶어,1
깊은수면이 어떤 것을 나타내는 거야?,1
깊은수면이 뭔지 궁금해,1
그런데 깊은수면이 뭐야?,1
근데 깊은수면이 뭐야?,1
깊은수면이라는 걸 들어본 적이 없는데 뭐야?,1
깊은수면에 대해 잘 몰라. 알려줄 수 있어?,1
깊은수면 설명 좀,1
깊은수면이라는 말이 나왔는데 그게 뭐야?,1
깊은수면이 뭔지 알려줘,1
그럼 깊은수면은 뭐야?,1
깊은수면의 뜻,1
깊은수면의 정의,1
깊은수면의 의미,1
깊은수면 뜻,1
깊은수면 정의,1
깊은수면 의미,1
깊은수면이 뭔지 설명해줘,1
깊은수면이란 뭔가요?,1
깊은수면이란 어떤거야?,1
깊은수면이란 뭘 뜻하는 거야?,1
깊은수면이란 뭘 말하는 거야?,1
깊은수면이 뭘까?,1
깊은수면?,1
얕은수면이 뭐야?,1
얕은수면이 뭐지?,1
얕은수면이 무슨 뜻이야?,1
얕은수면이 뭔지 모르겠어,1
얕은수면의 정의는 뭐야?,1
얕은수면에 대해서 설명해줘,1
얕은수면에 대해서 설명해줄래?,1
얕은수면에 관해서 설명해줘,1
얕은수면에 관해서 설명해줄래?,1
얕은수면의 뜻을 모르겠어,1
얕은수면의 정확한 뜻이 궁금해,1
얕은수면은 무슨 말이야?,1
얕은수면이 뭘 의미하는 거야?,1
얕은수면에 대해서 설명해줘,1
얕은수면에 대해서 설명해줄래?,1
얕은수면에 대해서 설명해줄 수 있어?,1
얕은수면에 대해 자세히 알고 싶어,1
얕은수면이 어떤 것을 나타내는 거야?,1
얕은수면이 뭔지 궁금해,1
그런데 얕은수면이 뭐야?,1
근데 얕은수면이 뭐야?,1
얕은수면이라는 걸 들어본 적이 없는데 뭐야?,1
얕은수면에 대해 잘 몰라. 알려줄 수 있어?,1
얕은수면 설명 좀,1
얕은수면이라는 말이 나왔는데 그게 뭐야?,1
얕은수면이 뭔지 알려줘,1
그럼 얕은수면은 뭐야?,1
얕은수면의 뜻,1
얕은수면의 정의,1
얕은수면의 의미,1
얕은수면 뜻,1
얕은수면 정의,1
얕은수면 의미,1
얕은수면이 뭔지 설명해줘,1
얕은수면이란 뭔가요?,1
얕은수면이란 어떤거야?,1
얕은수면이란 뭘 뜻하는 거야?,1
얕은수면이란 뭘 말하는 거야?,1
얕은수면이 뭘까?,1
얕은수면?,1
기분예보가 뭐야?,1
기분예보가 뭐지?,1
기분예보가 무슨 뜻이야?,1
기분예보가 뭔지 모르겠어,1
기분예보의 정의는 뭐야?,1
기분예보에 대해서 설명해줘,1
기분예보에 대해서 설명해줄래?,1
기분예보에 관해서 설명해줘,1
기분예보에 관해서 설명해줄래?,1
기분예보의 뜻을 모르겠어,1
기분예보의 정확한 뜻이 궁금해,1
기분예보는 무슨 말이야?,1
기분예보가 뭘 의미하는 거야?,1
기분예보에 대해서 설명해줘,1
기분예보에 대해서 설명해줄래?,1
기분예보에 대해서 설명해줄 수 있어?,1
기분예보에 대해 자세히 알고 싶어,1
기분예보가 어떤 것을 나타내는 거야?,1
기분예보가 뭔지 궁금해,1
그런데 기분예보가 뭐야?,1
근데 기분예보가 뭐야?,1
기분예보라는 걸 들어본 적이 없는데 뭐야?,1
기분예보에 대해 잘 몰라. 알려줄 수 있어?,1
기분예보 설명 좀,1
기분예보라는 말이 나왔는데 그게 뭐야?,1
기분예보가 뭔지 알려줘,1
그럼 기분예보는 뭐야?,1
기분예보의 뜻,1
기분예보의 정의,1
기분예보의 의미,1
기분예보 뜻,1
기분예보 정의,1
기분예보 의미,1
기분예보가 뭔지 설명해줘,1
기분예보란 뭔가요?,1
기분예보란 어떤거야?,1
기분예보란 뭘 뜻하는 거야?,1
기분예보란 뭘 말하는 거야?,1
기분예보가 뭘까?,1
기분 예보가 뭐야?,1
기분 예보가 뭐지?,1
기분 예보가 무슨 뜻이야?,1
기분 예보가 뭔지 모르겠어,1
기분 예보의 정의는 뭐야?,1
기분 예보에 대해서 설명해줘,1
기분 예보에 대해서 설명해줄래?,1
기분 예보에 관해서 설명해줘,1
기분 예보에 관해서 설명해줄래?,1
기분 예보의 뜻을 모르겠어,1
기분 예보의 정확한 뜻이 궁금해,1
기분 예보는 무슨 말이야?,1
기분 예보가 뭘 의미하는 거야?,1
기분 예보에 대해서 설명해줘,1
기분 예보에 대해서 설명해줄래?,1
기분 예보에 대해서 설명해줄 수 있어?,1
기분 예보에 대해 자세히 알고 싶어,1
기분 예보가 어떤 것을 나타내는 거야?,1
기분 예보가 뭔지 궁금해,1
그런데 기분 예보가 뭐야?,1
근데 기분 예보가 뭐야?,1
기분 예보라는 걸 들어본 적이 없는데 뭐야?,1
기분 예보에 대해 잘 몰라. 알려줄 수 있어?,1
기분 예보 설명 좀,1
기분 예보라는 말이 나왔는데 그게 뭐야?,1
기분 예보가 뭔지 알려줘,1
그럼 기분 예보는 뭐야?,1
기분 예보의 뜻,1
기분 예보의 정의,1
기분 예보의 의미,1
기분 예보 뜻,1
기분 예보 정의,1
기분 예보 의미,1
기분 예보가 뭔지 설명해줘,1
기분 예보란 뭔가요?,1
기분 예보란 어떤거야?,1
기분 예보란 뭘 뜻하는 거야?,1
기분 예보란 뭘 말하는 거야?,1
기분 예보가 뭘까?,1
심박수가 뭐야?,1
심박수가 뭐지?,1
심박수가 무슨 뜻이야?,1
심박수가 뭔지 모르겠어,1
심박수의 정의는 뭐야?,1
심박수에 대해서 설명해줘,1
심박수에 대해서 설명해줄래?,1
심박수에 관해서 설명해줘,1
심박수에 관해서 설명해줄래?,1
심박수의 뜻을 모르겠어,1
심박수의 정확한 뜻이 궁금해,1
심박수는 무슨 말이야?,1
심박수가 뭘 의미하는 거야?,1
심박수에 대해서 설명해줘,1
심박수에 대해서 설명해줄래?,1
심박수에 대해서 설명해줄 수 있어?,1
심박수에 대해 자세히 알고 싶어,1
심박수가 어떤 것을 나타내는 거야?,1
심박수가 뭔지 궁금해,1
그런데 심박수가 뭐야?,1
근데 심박수가 뭐야?,1
심박수라는 걸 들어본 적이 없는데 뭐야?,1
심박수에 대해 잘 몰라. 알려줄 수 있어?,1
심박수 설명 좀,1
심박수라는 말이 나왔는데 그게 뭐야?,1
심박수가 뭔지 알려줘,1
그럼 심박수는 뭐야?,1
심박수의 뜻,1
심박수의 정의,1
심박수의 의미,1
심박수 뜻,1
심박수 정의,1
심박수 의미,1
심박수가 뭔지 설명해줘,1
심박수란 뭔가요?,1
심박수란 어떤거야?,1
심박수란 뭘 뜻하는 거야?,1
심박수란 뭘 말하는 거야?,1
심박수가 뭘까?,1
기분차트가 뭐야?,1
기분차트가 뭐지?,1
기분차트가 무슨 뜻이야?,1
기분차트가 뭔지 모르겠어,1
기분차트의 정의는 뭐야?,1
기분차트에 대해서 설명해줘,1
기분차트에 대해서 설명해줄래?,1
기분차트에 관해서 설명해줘,1
기분차트에 관해서 설명해줄래?,1
기분차트의 뜻을 모르겠어,1
기분차트의 정확한 뜻이 궁금해,1
기분차트는 무슨 말이야?,1
기분차트가 뭘 의미하는 거야?,1
기분차트에 대해서 설명해줘,1
기분차트에 대해서 설명해줄래?,1
기분차트에 대해서 설명해줄 수 있어?,1
기분차트에 대해 자세히 알고 싶어,1
기분차트가 어떤 것을 나타내는 거야?,1
기분차트가 뭔지 궁금해,1
그런데 기분차트가 뭐야?,1
근데 기분차트가 뭐야?,1
기분차트라는 걸 들어본 적이 없는데 뭐야?,1
기분차트에 대해 잘 몰라. 알려줄 수 있어?,1
기분차트 설명 좀,1
기분차트라는 말이 나왔는데 그게 뭐야?,1
기분차트가 뭔지 알려줘,1
그럼 기분차트는 뭐야?,1
기분차트의 뜻,1
기분차트의 정의,1
기분차트의 의미,1
기분차트 뜻,1
기분차트 정의,1
기분차트 의미,1
기분차트가 뭔지 설명해줘,1
기분차트란 뭔가요?,1
기분차트란 어떤거야?,1
기분차트란 뭘 뜻하는 거야?,1
기분차트란 뭘 말하는 거야?,1
기분차트가 뭘까?,1
기분 차트가 뭐야?,1
기분 차트가 뭐지?,1
기분 차트가 무슨 뜻이야?,1
기분 차트가 뭔지 모르겠어,1
기분 차트의 정의는 뭐야?,1
기분 차트에 대해서 설명해줘,1
기분 차트에 대해서 설명해줄래?,1
기분 차트에 관해서 설명해줘,1
기분 차트에 관해서 설명해줄래?,1
기분 차트의 뜻을 모르겠어,1
기분 차트의 정확한 뜻이 궁금해,1
기분 차트는 무슨 말이야?,1
기분 차트가 뭘 의미하는 거야?,1
기분 차트에 대해서 설명해줘,1
기분 차트에 대해서 설명해줄래?,1
기분 차트에 대해서 설명해줄 수 있어?,1
기분 차트에 대해 자세히 알고 싶어,1
기분 차트가 어떤 것을 나타내는 거야?,1
기분 차트가 뭔지 궁금해,1
그런데 기분 차트가 뭐야?,1
근데 기분 차트가 뭐야?,1
기분 차트라는 걸 들어본 적이 없는데 뭐야?,1
기분 차트에 대해 잘 몰라. 알려줄 수 있어?,1
기분 차트 설명 좀,1
기분 차트라는 말이 나왔는데 그게 뭐야?,1
기분 차트가 뭔지 알려줘,1
그럼 기분 차트는 뭐야?,1
기분 차트의 뜻,1
기분 차트의 정의,1
기분 차트의 의미,1
기분 차트 뜻,1
기분 차트 정의,1
기분 차트 의미,1
기분 차트가 뭔지 설명해줘,1
기분 차트란 뭔가요?,1
기분 차트란 어떤거야?,1
기분 차트란 뭘 뜻하는 거야?,1
기분 차트란 뭘 말하는 거야?,1
기분 차트가 뭘까?,1
안정시 심박수가 뭐야?,1
안정시 심박수가 뭐지?,1
안정시 심박수가 무슨 뜻이야?,1
안정시 심박수가 뭔지 모르겠어,1
안정시 심박수의 정의는 뭐야?,1
안정시 심박수에 대해서 설명해줘,1
안정시 심박수에 대해서 설명해줄래?,1
안정시 심박수에 관해서 설명해줘,1
안정시 심박수에 관해서 설명해줄래?,1
안정시 심박수의 뜻을 모르겠어,1
안정시 심박수의 정확한 뜻이 궁금해,1
안정시 심박수는 무슨 말이야?,1
안정시 심박수가 뭘 의미하는 거야?,1
안정시 심박수에 대해서 설명해줘,1
안정시 심박수에 대해서 설명해줄래?,1
안정시 심박수에 대해서 설명해줄 수 있어?,1
안정시 심박수에 대해 자세히 알고 싶어,1
안정시 심박수가 어떤 것을 나타내는 거야?,1
안정시 심박수가 뭔지 궁금해,1
그런데 안정시 심박수가 뭐야?,1
근데 안정시 심박수가 뭐야?,1
안정시 심박수라는 걸 들어본 적이 없는데 뭐야?,1
안정시 심박수에 대해 잘 몰라. 알려줄 수 있어?,1
안정시 심박수 설명 좀,1
안정시 심박수라는 말이 나왔는데 그게 뭐야?,1
안정시 심박수가 뭔지 알려줘,1
그럼 안정시 심박수는 뭐야?,1
안정시 심박수의 뜻,1
안정시 심박수의 정의,1
안정시 심박수의 의미,1
안정시 심박수 뜻,1
안정시 심박수 정의,1
안정시 심박수 의미,1
안정시 심박수가 뭔지 설명해줘,1
안정시 심박수란 뭔가요?,1
안정시 심박수란 어떤거야?,1
안정시 심박수란 뭘 뜻하는 거야?,1
안정시 심박수란 뭘 말하는 거야?,1
안정시 심박수가 뭘까?,1
안정시심박수가 뭐야?,1
안정시심박수가 뭐지?,1
안정시심박수가 무슨 뜻이야?,1
안정시심박수가 뭔지 모르겠어,1
안정시심박수의 정의는 뭐야?,1
안정시심박수에 대해서 설명해줘,1
안정시심박수에 대해서 설명해줄래?,1
안정시심박수에 관해서 설명해줘,1
안정시심박수에 관해서 설명해줄래?,1
안정시심박수의 뜻을 모르겠어,1
안정시심박수의 정확한 뜻이 궁금해,1
안정시심박수는 무슨 말이야?,1
안정시심박수가 뭘 의미하는 거야?,1
안정시심박수에 대해서 설명해줘,1
안정시심박수에 대해서 설명해줄래?,1
안정시심박수에 대해서 설명해줄 수 있어?,1
안정시심박수에 대해 자세히 알고 싶어,1
안정시심박수가 어떤 것을 나타내는 거야?,1
안정시심박수가 뭔지 궁금해,1
그런데 안정시심박수가 뭐야?,1
근데 안정시심박수가 뭐야?,1
안정시심박수라는 걸 들어본 적이 없는데 뭐야?,1
안정시심박수에 대해 잘 몰라. 알려줄 수 있어?,1
안정시심박수 설명 좀,1
안정시심박수라는 말이 나왔는데 그게 뭐야?,1
안정시심박수가 뭔지 알려줘,1
그럼 안정시심박수는 뭐야?,1
안정시심박수의 뜻,1
안정시심박수의 정의,1
안정시심박수의 의미,1
안정시심박수 뜻,1
안정시심박수 정의,1
안정시심박수 의미,1
안정시심박수가 뭔지 설명해줘,1
안정시심박수란 뭔가요?,1
안정시심박수란 어떤거야?,1
안정시심박수란 뭘 뜻하는 거야?,1
안정시심박수란 뭘 말하는 거야?,1
안정시심박수가 뭘까?,1
다른 사람들에 비해 높은 점수가 뭐야?,1
내 점수중에 높은 등수에 있는게 뭐야,1
타인에 비해 높은 점수가 있어?,1
다른 사람보다 높은 점수가 있을까?,1
다른 사람들에 비해 낮은 점수가 뭐야?,1
내 점수중에 낮은 등수에 있는게 뭐야?,1
내가 좋은 점수를 보이고 있는게 뭐야?,2
내가 안좋은 점수를 보이고 있는게 뭐야?,2
남들에 비해 좋은 점수를 보이는게 뭐야?,2
남들에 비해 안좋은 점수를 보이는게 뭐야?,2
남들보다 점수가 높은거 뭐있어,2
남들보다 점수가 낮은거 뭐있어,2
타인에 비애 낮은 점수가 있어?,2
다른 사람보다 낮은 점수가 있을까?,2
평균보다 높은 점수 있는거 알려줘,2
다른 사람들보다 높은 점수가 있는게 뭐야?,2
다른 사람들보다 높은 점수 있는거,2
다른 사람들보다 낮은 점수가 있는게 뭐야?,2
다른 사람들보다 낮은 점수 있는거,2
평균보다 낮은 점수들,2
평균보다 높은 점수들,2
평균보다 높은거,2
내가 개선해야할 부분 알려줘,2
내가 고쳐야할 부분 알려줘,2
내가 개선해야할게 뭐가 있어?,2
내가 고쳐야할게 뭐가 있어?,2
평균보다 낮은거,2
나의 강점을 알려줘,2
다른사람보다 강점인거 알려줘,2
남들보다 강한점이 있는거 알려줘,2
나는 남들보다 강점인 부분이 있을까?,2
나의 약점을 알려줘,2
다른사람보다 약점이 있는거 알려줘,2
남들보다 부족한 부분이 있는거 알려줘,2
나는 남들보다 부족한게 뭘까?,2
평균보다 높은 점수를 갖는거 알려줘,2
나는 다른 사람들에 비해 어떤 점에서 높은 점수를 받았어?,2
다른 사람들에 비해 나는 어떤 점에서 높은 점수를 받아?,2
내 점수 중에서 높은 등수에 해당하는 부분이 뭐야?,2
높은 등수에 해당하는 내 점수가 뭐있어?,2
나는 다른사람들에 비해 어떤 점에서 높은 점수를 가지고 있어?,2
나는 어??? 부분에서 다른 사람들에 비해 낮은 점수를 가지고 있어?,2
내 점수 중에서 낮은 등수에 해당하는 부분이 뭐야?,2
나의 점수 중에서 평균 이상인 부분이 어떤게 있어?,2
"다른 사람들과 비교했을 때, 어떤 부분에서 내 점수가 평균 이상이야?",2
내 점수 중에서 평균 이하인 부분이 어떤게 있어?,2
다른 사람들과 비교했을 때 어떤 부분에서 내 점수가 평균 이하야?,2
평균보다 낮은 점수를 갖는거 알려줘,2
내 활동량 점수를 알려줘,2
활동량 점수,2
내 활동량 점수는 어때?,2
내 활동량 점수가 남들보다 높냐?,2
내 활동량 점수가 남들보다 낮냐?,2
내 활동량 점수가 남들에 비해 좋아?,2
내 활동량 점수가 남들에 비해 안좋아?,2
활동량 점수가 다른 사람들보다 높을 거 같아,2
활동량 점수가 다른 사람들보다 낮을 거 같아,2
활동량 등수 알려줘,2
내 활동량 점수가 어떨라나,2
내 활동량이 어때?,2
내 활동량 점수는?,2
내 활동량은 상위 몇퍼센트야?,2
내 활동량이 상위 몇 퍼센트에 해당하나요?,2
내 나이대의 평균 활동량은 몇점이야?,2
제 나이 그룹의 평균 활동량은 얼마나 되나요?,2
나는 활동량이 높은편인가?,2
나는 다른 사람들보다 얼마나 활동적이야?,2
저는 다른 사람들보다 얼마나 활동적인가요?,2
나는 활발한 사람일까?,2
나는 덜 활동적인 편인가?,2
제가 활발한 사람일까요?,2
제가 덜 활동적인 사람일까요?,2
내 활동량은 다른 사람들과 어떻게 비교돼?,2
내 활동량이 다른 사람들과 어떻게 비교되나요?,2
내 활동 수준은 상위 몇 퍼센트에 속하나요?,2
저의 활동량이 다른 사람들과 비교했을 때 어떤 위치에 있나요?,2
나이대별로 저와 비슷한 활동량을 보이는 사람들은 얼마나 될까요?,2
나이대별로 나와 비슷한 활동량을 보이는 사람이 얼마나 돼?,2
"나이대 평균 활동량과 비교했을 때, 내 활동량이 어때?",2
내 나이대에서 내 활동량은 어떤편이야?,2
요즘 활동량이 좀 적은가?,2
내 활동량에서 긍정적인 측면이 있나?,2
내 활동량에서 긍정적인 부분이 있어?,2
내 활동량에서 긍정적인 부분이 있나요?,2
내 활동량에 부정적인 측면이 있낭?,2
내 활동량에서 부정적인 부분이 있으려나?,2
